,intersection,containment index,jaccard index
b'data/refs/0.fa',990.0,0.99,0.012958103860169037
b'data/refs/43.fa',990.0,0.99,0.022089071380869962
b'data/refs/30.fa',990.0,0.99,0.005253996294504703
b'data/refs/35.fa',990.0,0.99,0.022473022677910133
b'data/refs/39.fa',990.0,0.99,0.0066636590193761775
b'data/refs/1.fa',990.0,0.99,0.004616461038021367
b'data/refs/40.fa',990.0,0.99,0.006359673606920579
b'data/refs/41.fa',990.0,0.99,0.005920677288259642
b'data/refs/42.fa',990.0,0.99,0.0054969908071143886
b'data/refs/48.fa',990.0,0.99,0.005619643366334526
b'data/refs/28.fa',990.0,0.99,5.2398873606603245e-05
b'data/refs/50.fa',990.0,0.99,0.007086405226289025
b'data/refs/53.fa',990.0,0.99,0.005888291066649166
b'data/refs/54.fa',990.0,0.99,0.0
b'data/refs/59.fa',990.0,0.99,0.011149050126625043
b'data/refs/61.fa',990.0,0.99,0.009002713530514482
b'data/refs/62.fa',990.0,0.99,0.008281896436823508
b'data/refs/8.fa',990.0,0.99,0.008706140094157367
b'data/refs/29.fa',990.0,0.99,0.005571441572315116
b'data/refs/4.fa',990.0,0.99,0.019450282213589756
b'data/refs/21.fa',990.0,0.99,0.014510237862606535
b'data/refs/15.fa',990.0,0.99,0.011642894737009328
b'data/refs/18.fa',990.0,0.99,0.005893812601420191
b'data/refs/12.fa',990.0,0.99,0.006173752654531379
b'data/refs/2.fa',990.0,0.99,0.00829154833635931
b'data/refs/11.fa',990.0,0.99,0.009311676830794171
b'data/refs/22.fa',990.0,0.99,0.01206360786557947
b'data/refs/52.fa',989.0,0.989,0.005740962956077781
b'data/refs/5.fa',989.0,0.989,0.015741884860748012
b'data/refs/26.fa',989.0,0.989,0.0040883229532071505
b'data/refs/14.fa',989.0,0.989,0.015964719970330728
b'data/refs/57.fa',989.0,0.989,0.006573917839047472
b'data/refs/13.fa',989.0,0.989,0.0
b'data/refs/60.fa',989.0,0.989,0.012447488223563492
b'data/refs/9.fa',989.0,0.989,0.008908071391490609
b'data/refs/37.fa',989.0,0.989,0.006888114759616531
b'data/refs/36.fa',989.0,0.989,0.009348851009619066
b'data/refs/10.fa',989.0,0.989,0.008559964239042388
b'data/refs/38.fa',988.0,0.988,0.0070281797702890225
b'data/refs/56.fa',988.0,0.988,0.008860231388323321
b'data/refs/3.fa',988.0,0.988,0.006843599089308411
b'data/refs/25.fa',988.0,0.988,0.004845442972917569
b'data/refs/51.fa',988.0,0.988,0.005859186498260973
b'data/refs/33.fa',987.0,0.987,0.0015466634517840529
b'data/refs/31.fa',987.0,0.987,0.0054168670692385165
b'data/refs/24.fa',987.0,0.987,0.02076781649641491
b'data/refs/34.fa',986.0,0.986,0.008519902713727203
b'data/refs/32.fa',985.0,0.985,0.017369395524608696
b'data/refs/49.fa',983.0,0.983,0.004548673345336632
b'data/refs/23.fa',982.0,0.982,0.012333541936729366
b'data/refs/45.fa',972.0,0.972,0.017749017418328013
b'data/refs/46.fa',972.0,0.972,0.01592690789846769
b'data/refs/27.fa',971.0,0.971,0.01518179625942048
b'data/refs/47.fa',971.0,0.971,0.016277276364825875
b'data/refs/63.fa',963.0,0.963,0.015949978935070754
b'data/refs/16.fa',962.0,0.962,0.01014286890543853
b'data/refs/44.fa',956.0,0.956,0.013915823878365716
b'data/refs/6.fa',945.0,0.945,0.01585716644021314
b'data/refs/58.fa',945.0,0.945,0.0065464119444891885
b'data/refs/7.fa',936.0,0.936,0.028342064156332832
b'data/refs/17.fa',819.0,0.819,0.00942568607053001
b'data/refs/55.fa',775.0,0.775,0.004642582050152835
b'data/refs/19.fa',630.0,0.63,0.006564941378824575
b'data/refs/20.fa',229.0,0.229,0.0015379914487799425
b'data/refs/67.fa',198.0,0.198,0.001266475570555473
b'data/refs/66.fa',181.0,0.181,0.0018063352643943606
b'data/refs/65.fa',21.0,0.021,0.00033421623982307256
b'data/refs/64.fa',15.0,0.015,0.00011851767385737974
