,intersection,containment index,jaccard index
b'data/refs/54.fa',99035.0,0.99035,0.0
b'data/refs/48.fa',99035.0,0.99035,0.005621641277693016
b'data/refs/29.fa',99035.0,0.99035,0.005573422251859623
b'data/refs/43.fa',99033.0,0.99033,0.022096597102433814
b'data/refs/15.fa',99032.0,0.99032,0.011646701927655496
b'data/refs/18.fa',99032.0,0.99032,0.005895728903940668
b'data/refs/2.fa',99032.0,0.99032,0.00829425066218287
b'data/refs/0.fa',99030.0,0.9903,0.01296208145648962
b'data/refs/12.fa',99029.0,0.99029,0.006175572295886948
b'data/refs/21.fa',99029.0,0.99029,0.014514550030037283
b'data/refs/53.fa',99028.0,0.99028,0.005889966250904364
b'data/refs/59.fa',99024.0,0.99024,0.01115178306769536
b'data/refs/11.fa',99023.0,0.99023,0.009313860298503493
b'data/refs/13.fa',99023.0,0.99023,0.0
b'data/refs/52.fa',99023.0,0.99023,0.0057481439209817195
b'data/refs/62.fa',99022.0,0.99022,0.00828375210384881
b'data/refs/40.fa',99016.0,0.99016,0.006360707970659331
b'data/refs/1.fa',99015.0,0.99015,0.004617163731353865
b'data/refs/57.fa',99015.0,0.99015,0.00658161223999766
b'data/refs/42.fa',99014.0,0.99014,0.005497772433055429
b'data/refs/37.fa',99013.0,0.99013,0.006896039173650688
b'data/refs/50.fa',99012.0,0.99012,0.007087270272167255
b'data/refs/60.fa',99010.0,0.9901,0.012461505274048913
b'data/refs/14.fa',99010.0,0.9901,0.015982760282048467
b'data/refs/56.fa',99009.0,0.99009,0.008879140605422319
b'data/refs/36.fa',99006.0,0.99006,0.00935896478855906
b'data/refs/30.fa',98998.0,0.98998,0.005253889595510542
b'data/refs/8.fa',98997.0,0.98997,0.00870587397492547
b'data/refs/22.fa',98992.0,0.98992,0.012062621269490708
b'data/refs/39.fa',98983.0,0.98983,0.006662507131024492
b'data/refs/31.fa',98979.0,0.98979,0.005432262365312959
b'data/refs/10.fa',98979.0,0.98979,0.008566860400866043
b'data/refs/35.fa',98972.0,0.98972,0.022466523874126332
b'data/refs/51.fa',98971.0,0.98971,0.005869386918833596
b'data/refs/26.fa',98957.0,0.98957,0.0040906888549219105
b'data/refs/25.fa',98952.0,0.98952,0.004852933676896491
b'data/refs/4.fa',98947.0,0.98947,0.01943966701531876
b'data/refs/9.fa',98937.0,0.98937,0.008911433735655807
b'data/refs/3.fa',98935.0,0.98935,0.006853014243965614
b'data/refs/28.fa',98910.0,0.9891,5.235123577319198e-05
b'data/refs/61.fa',98883.0,0.98883,0.008991978289191151
b'data/refs/24.fa',98858.0,0.98858,0.020801753397245874
b'data/refs/5.fa',98841.0,0.98841,0.01573234610486468
b'data/refs/38.fa',98839.0,0.98839,0.007030973557677082
b'data/refs/41.fa',98791.0,0.98791,0.0059081042340297
b'data/refs/32.fa',98775.0,0.98775,0.017418733451601116
b'data/refs/33.fa',98763.0,0.98763,0.0015476522116663269
b'data/refs/49.fa',98723.0,0.98723,0.004568336404442456
b'data/refs/34.fa',98532.0,0.98532,0.008513976892369577
b'data/refs/23.fa',98169.0,0.98169,0.012329600451016436
b'data/refs/47.fa',97653.0,0.97653,0.016371495717328377
b'data/refs/46.fa',97564.0,0.97564,0.015987505432940002
b'data/refs/45.fa',97558.0,0.97558,0.01781555395028752
b'data/refs/27.fa',97422.0,0.97422,0.015232908566876077
b'data/refs/16.fa',96798.0,0.96798,0.010206562698102259
b'data/refs/44.fa',96306.0,0.96306,0.014020032167788393
b'data/refs/63.fa',96158.0,0.96158,0.015926085186872607
b'data/refs/58.fa',94744.0,0.94744,0.006563425790366111
b'data/refs/6.fa',93886.0,0.93886,0.0157525138328292
b'data/refs/7.fa',92185.0,0.92185,0.027901647606795817
b'data/refs/17.fa',80297.0,0.80297,0.009239495865685201
b'data/refs/55.fa',78500.0,0.785,0.004702768050626262
b'data/refs/19.fa',64851.0,0.64851,0.006759129338317693
b'data/refs/20.fa',22005.0,0.22005,0.0014777933469167126
b'data/refs/66.fa',19414.0,0.19414,0.0019377233180549306
b'data/refs/67.fa',17605.0,0.17605,0.0011259178012681104
b'data/refs/64.fa',2421.0,0.02421,0.00019130144658371806
b'data/refs/65.fa',1562.0,0.01562,0.0002485719387127183
